Tenure,Gender,Geography,salary_quantiles,balance_quantiles,age_quantiles,CreditScore,NumOfProducts,HasCrCard,Exited
6,Female,France,second,third,sixth,685,2,1,1
0,Female,France,third,first,fourth,626,2,1,0
5,Female,France,fifth,first,second,635,2,1,0
2,Male,France,fourth,third,first,702,1,1,1
3,Female,France,sixth,first,sixth,489,2,0,1
6,Male,France,second,first,fourth,475,1,1,1
5,Male,France,seventh,sixth,fourth,632,1,1,0
4,Female,France,fourth,fourth,third,577,1,1,0
7,Male,France,second,first,first,583,2,1,0
4,Female,France,third,sixth,fifth,706,1,0,0
6,Female,France,sixth,first,second,687,2,0,0
9,Male,France,fourth,first,fifth,740,1,0,1
7,Male,France,fifth,sixth,sixth,625,1,0,0
7,Female,France,first,seventh,fourth,753,1,1,0
6,Male,France,seventh,fourth,fifth,683,2,1,0
0,Female,France,sixth,first,second,638,2,1,0
6,Female,France,second,fourth,seventh,798,1,1,1
3,Female,France,third,sixth,second,661,2,1,0
6,Female,France,third,third,sixth,774,1,0,0
7,Female,France,third,third,sixth,689,2,1,0
1,Male,France,first,first,third,567,2,0,0
4,Male,France,second,first,first,736,2,0,0
7,Female,France,fifth,first,fourth,641,1,1,0
6,Female,France,sixth,first,sixth,544,2,0,0
8,Male,France,second,fourth,sixth,837,1,1,0
8,Male,France,fifth,first,third,722,2,1,0
8,Female,France,seventh,first,sixth,492,1,1,1
5,Female,France,first,seventh,seventh,590,1,0,0
10,Female,France,first,first,fourth,819,2,1,0
6,Male,France,seventh,first,fourth,654,1,0,1
4,Male,France,seventh,fourth,first,668,1,1,0
5,Female,France,third,sixth,seventh,592,1,1,0
3,Male,France,third,sixth,sixth,422,1,0,0
9,Female,France,third,first,sixth,656,2,1,1
0,Female,France,fifth,seventh,first,683,1,0,0
4,Male,France,second,first,first,561,1,1,0
4,Female,France,first,seventh,first,678,1,1,0
10,Male,France,second,first,second,724,2,1,0
1,Female,France,sixth,sixth,fourth,495,2,1,0
0,Female,France,fourth,sixth,first,584,1,1,0
5,Male,France,third,fourth,seventh,664,1,1,0
9,Female,France,first,first,fifth,678,1,0,0
3,Male,France,first,third,fifth,698,1,1,0
2,Male,France,fifth,first,fourth,438,2,1,0
4,Male,France,fifth,sixth,third,716,1,1,0
4,Female,France,fifth,third,sixth,705,2,0,0
7,Male,France,fourth,fifth,sixth,787,2,1,0
9,Male,France,first,first,second,707,2,0,0
2,Female,France,fourth,first,third,585,2,1,1
3,Male,France,fifth,first,fifth,540,2,1,0
2,Male,France,fifth,first,second,720,2,0,0
1,Male,France,seventh,first,seventh,529,2,1,0
3,Male,France,sixth,fifth,second,588,1,0,0
3,Female,France,first,fourth,third,501,1,1,0
3,Female,France,sixth,sixth,second,758,1,1,0
8,Male,France,second,first,fourth,782,2,1,0
7,Male,France,third,first,sixth,649,2,0,0
8,Female,France,third,sixth,fifth,512,1,1,1
7,Male,France,fourth,fifth,sixth,714,1,1,0
7,Male,France,third,third,fifth,743,2,1,0
1,Male,France,seventh,fifth,second,645,1,1,0
7,Male,France,seventh,first,fourth,657,2,1,0
8,Male,France,fifth,first,first,543,2,0,0
4,Male,France,second,sixth,second,717,1,0,0
6,Female,France,seventh,third,second,814,1,1,0
2,Male,France,first,seventh,second,712,1,1,0
4,Male,France,third,fifth,second,496,1,1,0
3,Male,France,first,third,sixth,611,1,0,0
4,Female,France,second,fifth,third,710,1,1,0
5,Male,France,second,fifth,third,762,1,1,0
4,Female,France,second,first,fourth,520,2,1,0
10,Male,France,sixth,third,second,708,2,1,0
0,Male,France,first,first,second,730,2,1,0
1,Male,France,third,first,seventh,608,1,1,1
7,Male,France,first,first,fourth,689,2,0,0
2,Female,France,second,fifth,first,523,1,1,0
9,Male,France,sixth,first,seventh,682,1,1,1
8,Female,France,sixth,fourth,second,700,2,1,1
9,Female,France,first,first,first,711,2,0,0
10,Female,France,sixth,first,fifth,554,2,1,1
1,Male,France,fourth,first,first,633,1,1,0
5,Female,France,fifth,first,third,705,1,1,1
6,Male,France,third,sixth,seventh,698,2,1,1
2,Female,France,sixth,fifth,sixth,539,2,1,1
5,Female,France,third,first,fifth,627,2,1,1
10,Female,France,first,first,third,577,2,1,0
5,Male,France,fourth,first,second,627,2,1,0
4,Male,France,fifth,seventh,third,628,2,1,0
7,Female,France,second,fifth,fifth,642,1,1,0
1,Female,France,first,first,second,710,2,1,0
7,Female,France,second,fifth,sixth,750,2,1,1
1,Male,France,fifth,first,sixth,683,2,1,0
7,Male,France,second,first,fourth,675,2,0,0
10,Male,France,fourth,first,fourth,666,2,1,0
7,Female,France,seventh,first,third,692,2,1,0
6,Male,France,first,seventh,sixth,593,1,0,0
3,Female,France,third,seventh,fifth,709,2,1,0
2,Male,France,first,first,second,649,2,1,0
6,Female,France,first,third,seventh,491,1,1,0
5,Female,France,third,first,first,774,2,1,0
8,Male,France,seventh,fourth,third,660,2,0,0
9,Male,France,fourth,fourth,sixth,779,1,0,0
5,Male,France,second,third,second,771,1,1,0
3,Female,France,seventh,first,sixth,625,1,1,1
2,Male,France,third,fourth,fifth,562,1,0,0
2,Female,France,fourth,first,second,776,2,1,0
2,Male,France,seventh,first,fourth,530,2,1,0
10,Male,France,first,fourth,fifth,488,1,1,0
3,Male,France,second,first,second,531,1,1,0
1,Male,France,third,sixth,fourth,600,1,0,0
9,Female,France,seventh,fifth,seventh,640,1,0,0
2,Male,France,fourth,first,fifth,651,3,1,1
7,Male,France,sixth,seventh,first,815,1,0,0
10,Male,France,sixth,third,fourth,555,1,1,0
5,Female,France,first,first,third,501,1,1,0
8,Male,France,third,third,sixth,768,1,1,0
4,Male,France,fourth,first,sixth,560,1,1,1
8,Male,France,seventh,first,first,620,2,1,0
6,Female,France,fifth,seventh,sixth,510,1,1,1
5,Male,France,third,fourth,fifth,678,1,1,0
2,Female,France,fifth,first,sixth,667,2,1,0
10,Female,France,seventh,first,third,618,2,1,0
2,Female,France,first,first,fourth,641,2,1,0
1,Male,France,first,sixth,sixth,725,1,0,0
10,Male,France,seventh,first,third,556,2,1,0
9,Male,France,sixth,fifth,fourth,783,1,1,0
0,Male,France,seventh,first,first,550,2,1,0
8,Female,France,second,third,second,493,1,1,0
1,Male,France,first,first,third,819,2,0,0
7,Male,France,seventh,fourth,fifth,734,1,0,0
1,Male,France,sixth,third,sixth,689,3,1,1
7,Female,France,second,third,first,515,1,0,0
1,Male,France,first,first,second,588,2,1,0
2,Male,France,seventh,first,sixth,833,2,1,0
0,Male,France,second,sixth,third,643,1,0,0
6,Female,France,first,fifth,fourth,666,1,1,0
6,Male,France,second,fifth,fourth,606,2,1,0
9,Female,France,third,third,first,567,1,0,0
6,Female,France,fifth,first,fifth,558,1,1,1
5,Male,France,fifth,third,third,748,1,1,0
0,Male,France,sixth,first,second,794,2,0,0
9,Male,France,fifth,first,first,516,1,1,1
5,Male,France,seventh,first,fourth,661,2,0,0
9,Male,France,first,first,second,682,2,1,0
9,Female,France,fifth,first,fifth,669,2,0,0
10,Female,France,fourth,fifth,first,636,1,0,0
1,Male,France,fifth,fifth,fourth,730,1,0,0
7,Male,France,fourth,fifth,third,704,2,0,0
4,Female,France,second,third,first,674,1,0,0
9,Male,France,fifth,seventh,fifth,591,2,1,0
10,Female,France,first,first,fourth,705,2,1,1
7,Male,France,fifth,first,fourth,585,2,0,0
4,Female,France,sixth,first,first,496,2,1,0
9,Female,France,first,first,third,772,1,0,0
7,Male,France,third,seventh,fourth,786,2,1,0
5,Male,France,third,third,seventh,774,1,1,1
6,Female,France,third,first,second,512,2,1,0
4,Female,France,first,first,sixth,804,1,1,1
8,Male,France,fourth,first,fourth,544,1,1,0
0,Female,France,fifth,sixth,first,597,1,1,0
7,Female,France,fourth,seventh,first,776,2,1,0
6,Female,France,fourth,first,sixth,643,2,0,0
2,Male,France,sixth,first,fifth,721,2,1,0
9,Female,France,first,first,third,623,1,1,0
1,Male,France,third,sixth,first,762,1,1,0
1,Male,France,third,sixth,fourth,600,1,1,0
9,Female,France,third,fifth,sixth,765,1,1,1
5,Male,France,second,first,fifth,768,3,0,0
1,Female,France,fifth,first,fourth,604,2,1,0
9,Female,France,first,first,fourth,709,2,1,0
7,Female,France,sixth,third,fourth,645,1,1,0
4,Female,France,fourth,third,fourth,657,1,1,0
10,Male,France,seventh,sixth,first,633,1,1,0
6,Female,France,first,third,third,728,2,1,0
4,Female,France,seventh,fourth,third,649,1,1,0
7,Male,France,fifth,first,third,681,2,0,0
3,Male,France,third,first,fifth,624,2,1,0
6,Male,France,sixth,seventh,sixth,625,1,1,1
10,Male,France,seventh,first,third,744,2,1,0
7,Male,France,fifth,first,sixth,651,2,1,0
6,Male,France,third,seventh,first,595,1,1,0
4,Female,France,fifth,seventh,fifth,730,1,1,0
8,Female,France,third,sixth,seventh,575,1,1,0
6,Male,France,seventh,sixth,fourth,645,1,1,0
6,Male,France,fifth,fourth,second,593,1,1,0
4,Female,France,second,sixth,first,728,2,1,0
4,Female,France,fifth,fourth,seventh,605,2,0,0
4,Male,France,fifth,fifth,seventh,681,1,0,0
7,Male,France,fourth,fourth,second,452,1,1,0
1,Female,France,seventh,seventh,third,850,1,1,1
3,Male,France,third,first,seventh,746,3,1,1
4,Male,France,sixth,sixth,first,745,1,1,0
6,Male,France,sixth,first,fourth,558,2,1,0
8,Male,France,seventh,third,fifth,457,3,1,1
4,Female,France,sixth,first,fourth,746,2,0,0
2,Male,France,first,first,first,677,2,1,0
9,Male,France,fourth,sixth,second,559,1,1,0
8,Female,France,first,first,first,546,2,1,0
2,Female,France,second,first,second,668,2,1,0
9,Male,France,first,fourth,fourth,583,1,0,0
2,Female,France,fourth,third,second,782,1,0,0
9,Male,France,sixth,first,second,743,2,1,0
8,Female,France,second,third,fifth,516,1,1,0
3,Male,France,seventh,seventh,third,528,1,1,0
10,Male,France,fifth,first,first,623,2,0,0
1,Male,France,seventh,fourth,sixth,609,3,1,1
9,Male,France,fifth,third,sixth,717,1,1,0
2,Male,France,seventh,first,first,771,2,1,0
6,Female,France,third,third,fourth,429,1,1,0
10,Female,France,sixth,first,third,606,2,0,0
8,Male,France,sixth,sixth,fifth,704,2,1,0
10,Female,France,sixth,first,fifth,591,2,0,0
4,Female,France,sixth,sixth,fourth,554,2,1,0
7,Female,France,second,sixth,sixth,625,1,1,1
4,Female,France,fifth,seventh,first,570,1,1,1
2,Male,France,third,first,second,684,2,1,0
3,Female,France,fourth,first,fourth,619,2,0,0
9,Male,France,sixth,sixth,fourth,714,2,0,0
4,Male,France,sixth,first,third,717,1,1,0
5,Male,France,third,fourth,fourth,521,2,1,0
8,Female,France,second,third,sixth,649,1,1,0
7,Female,France,fourth,fifth,second,658,1,1,0
1,Female,France,fourth,first,fourth,689,2,1,0
10,Female,France,first,seventh,first,544,2,1,0
7,Male,France,fifth,first,first,623,1,0,0
7,Female,France,second,first,second,492,2,1,0
4,Male,France,third,first,seventh,850,2,0,0
2,Male,France,second,first,seventh,601,2,0,0
4,Female,France,fourth,third,fifth,597,1,1,0
1,Female,France,first,first,sixth,757,1,1,1
5,Male,France,third,first,fourth,709,2,1,0
2,Male,France,third,third,fifth,707,1,1,0
5,Female,France,seventh,first,seventh,678,1,0,1
0,Female,France,first,sixth,first,734,1,1,0
7,Male,France,seventh,first,first,628,2,1,0
3,Male,France,second,first,seventh,520,2,0,0
0,Male,France,fourth,first,seventh,560,2,0,0
5,Male,France,fourth,first,first,681,1,0,0
5,Female,France,fourth,fourth,fourth,800,1,1,1
9,Female,France,first,fifth,sixth,648,1,0,1
9,Male,France,first,first,second,593,2,0,0
7,Female,France,fifth,sixth,fifth,648,1,1,0
8,Male,France,fourth,sixth,first,697,2,1,0
4,Male,France,seventh,first,fourth,716,2,1,0
1,Female,France,third,first,fourth,683,2,0,0
9,Female,France,fourth,sixth,fourth,709,1,1,0
5,Female,France,second,first,fifth,655,1,0,1
9,Female,France,seventh,first,sixth,650,1,1,0
1,Male,France,first,third,first,483,1,1,0
9,Male,France,sixth,first,sixth,767,2,0,0
3,Male,France,sixth,sixth,fourth,710,1,1,0
7,Male,France,sixth,first,seventh,602,2,1,0
7,Male,France,fifth,fourth,second,542,1,1,0
4,Male,France,seventh,first,seventh,581,2,1,0
5,Female,France,first,first,third,617,2,0,0
8,Male,France,first,first,third,687,2,1,0
4,Male,France,first,first,seventh,592,2,0,0
5,Male,France,fourth,first,second,430,1,1,0
3,Male,France,third,third,fourth,734,1,0,0
6,Male,France,first,fourth,fourth,605,1,0,0
10,Female,France,fourth,first,first,583,2,1,0
3,Male,France,first,fifth,second,554,1,1,0
7,Female,France,third,third,seventh,623,2,1,0
1,Male,France,sixth,sixth,seventh,441,1,0,0
7,Male,France,fourth,third,fourth,673,2,1,0
2,Male,France,fourth,first,fourth,594,2,0,0
3,Male,France,sixth,fifth,first,635,1,1,0
1,Male,France,second,first,fourth,581,2,1,0
1,Female,France,sixth,sixth,first,727,1,1,0
1,Male,France,third,first,second,490,2,1,0
9,Female,France,seventh,first,first,498,1,1,0
2,Male,France,fourth,seventh,fourth,618,2,0,0
8,Female,France,seventh,third,sixth,556,1,1,1
0,Female,France,fourth,first,first,736,2,1,1
7,Male,France,sixth,fourth,first,509,1,1,0
4,Male,France,sixth,first,second,527,1,1,0
1,Female,France,sixth,first,fifth,601,2,0,0
8,Female,France,first,first,seventh,705,2,1,0
8,Male,France,fourth,fourth,sixth,773,1,1,0
3,Male,France,second,first,first,701,2,1,0
4,Male,France,sixth,third,first,837,2,1,0
7,Female,France,fourth,fifth,seventh,558,2,1,0
3,Female,France,third,first,seventh,714,1,1,0
7,Male,France,first,fifth,fifth,807,1,1,0
5,Female,France,second,seventh,first,690,1,1,0
5,Female,France,fifth,fifth,second,473,1,0,0
2,Male,France,third,fourth,sixth,540,1,1,1
8,Male,France,seventh,first,third,675,2,1,0
1,Female,France,sixth,fifth,second,713,1,0,1
2,Female,France,sixth,seventh,seventh,551,1,1,1
1,Male,France,second,first,second,808,2,1,0
9,Male,France,third,first,fourth,640,2,1,0
6,Male,France,seventh,fifth,sixth,713,1,0,1
6,Female,France,first,fifth,third,767,1,0,0
6,Male,France,sixth,third,fourth,606,1,0,1
5,Male,France,sixth,fourth,third,812,1,1,0
8,Male,France,first,first,sixth,679,2,1,0
10,Male,France,fifth,sixth,sixth,733,1,1,0
2,Male,France,sixth,sixth,fourth,554,1,1,0
4,Male,France,fourth,first,seventh,756,3,1,0
3,Female,France,first,seventh,sixth,678,1,0,1
9,Male,France,fifth,fourth,third,625,3,1,1
4,Female,France,first,first,fifth,719,1,1,1
4,Female,France,first,first,seventh,742,1,1,1
5,Male,France,third,fifth,sixth,520,1,1,1
10,Female,France,seventh,first,sixth,718,1,1,1
4,Female,France,second,fourth,first,746,1,1,0
9,Female,France,second,first,second,595,2,1,0
3,Male,France,fourth,third,fourth,677,1,0,0
7,Female,France,fourth,first,fourth,578,2,0,0
3,Female,France,first,fourth,third,687,1,1,1
4,Female,France,second,fourth,fourth,542,2,1,0
3,Male,France,seventh,fifth,seventh,753,1,0,0
6,Female,France,fourth,seventh,second,622,2,1,0
2,Male,France,fifth,seventh,fifth,725,2,1,0
8,Male,France,fifth,first,second,626,2,1,0
1,Male,France,second,third,third,636,1,0,0
2,Male,France,first,first,first,611,2,0,0
1,Male,France,fifth,fifth,seventh,817,1,1,0
4,Female,France,fifth,first,first,678,2,1,1
1,Female,France,sixth,sixth,third,672,2,1,0
1,Male,France,fourth,first,seventh,467,2,1,0
1,Male,France,fifth,first,second,749,2,0,0
7,Female,France,third,first,second,670,2,1,0
0,Male,France,first,fifth,sixth,590,1,1,0
6,Male,France,fourth,first,fourth,609,2,1,0
7,Female,France,second,fifth,fourth,802,2,0,1
7,Female,France,third,first,seventh,718,3,1,0
3,Male,France,third,first,fourth,644,2,1,0
3,Male,France,fourth,sixth,third,584,1,1,0
4,Female,France,sixth,third,third,850,2,1,0
1,Female,France,third,fourth,fourth,820,1,1,1
5,Male,France,sixth,first,fourth,520,2,1,0
6,Male,France,fourth,first,first,445,2,1,0
10,Male,France,second,first,first,646,2,0,0
7,Male,France,fifth,third,second,563,1,1,0
3,Female,France,first,fifth,fourth,490,1,0,0
6,Female,France,sixth,first,first,756,1,1,0
4,Male,France,fourth,seventh,first,696,1,1,0
6,Male,France,fifth,seventh,third,594,1,0,0
9,Female,France,third,first,second,474,2,0,0
9,Female,France,first,first,fourth,770,2,0,0
7,Male,France,third,first,seventh,642,2,1,0
2,Male,France,seventh,seventh,fourth,524,1,1,0
7,Male,France,fourth,sixth,seventh,697,1,0,1
2,Female,France,fourth,fifth,first,662,2,1,0
7,Female,France,first,sixth,fifth,658,2,1,0
7,Male,France,third,third,second,608,2,1,0
10,Male,France,sixth,first,sixth,654,2,1,0
2,Female,France,first,first,fourth,850,2,1,0
4,Female,France,second,first,first,640,2,1,0
7,Male,France,fifth,first,first,631,2,0,0
6,Male,France,second,first,seventh,638,1,1,1
3,Female,France,second,first,third,648,1,1,0
7,Male,France,fifth,fourth,first,804,1,1,0
1,Female,France,seventh,fifth,sixth,747,1,1,1
3,Female,France,seventh,first,third,750,1,1,0
5,Male,France,first,seventh,seventh,616,1,1,0
5,Male,France,seventh,fifth,fourth,623,1,1,0
10,Male,France,fourth,first,first,554,1,0,0
10,Male,France,third,sixth,fourth,570,2,1,0
7,Female,France,first,first,fifth,625,1,1,0
3,Male,France,second,third,fourth,601,1,1,1
9,Male,France,first,first,fifth,595,2,1,0
1,Male,France,first,fourth,first,696,1,1,0
0,Male,France,fifth,first,first,582,1,1,0
5,Female,France,fifth,fifth,first,632,1,0,0
4,Male,France,sixth,seventh,first,672,1,1,0
1,Male,France,sixth,seventh,first,619,1,1,0
0,Male,France,third,first,fifth,607,2,1,0
2,Male,France,first,seventh,third,746,1,1,0
0,Male,France,first,first,seventh,743,2,0,0
9,Male,France,first,third,seventh,711,2,1,0
3,Female,France,first,fifth,third,774,1,1,0
5,Male,France,first,fifth,fifth,603,1,1,0
7,Male,France,sixth,first,second,761,3,1,0
4,Male,France,third,fourth,seventh,793,2,1,0
3,Female,France,sixth,third,fifth,466,2,1,1
1,Male,France,fifth,third,sixth,508,2,1,1
4,Male,France,second,fifth,fourth,482,1,1,0
6,Female,France,sixth,first,third,638,1,1,0
10,Male,France,first,first,first,513,2,0,0
10,Female,France,fifth,fourth,fifth,771,4,1,1
5,Female,France,fourth,seventh,third,671,1,1,0
9,Male,France,second,fifth,first,637,1,1,0
5,Male,France,sixth,first,sixth,591,2,1,0
2,Male,France,sixth,fifth,second,652,1,0,0
5,Female,France,third,fifth,third,466,1,0,0
4,Female,France,first,first,fourth,600,3,1,1
2,Male,France,second,first,sixth,667,1,1,0
1,Male,France,third,third,third,615,2,1,1
4,Male,France,seventh,fifth,fourth,850,1,1,0
7,Male,France,first,first,first,699,2,1,0
0,Male,France,fourth,fifth,first,781,2,1,0
7,Female,France,third,first,seventh,778,1,1,0
6,Female,France,fourth,first,seventh,743,2,0,0
3,Male,France,sixth,first,first,658,2,0,0
9,Male,France,sixth,fourth,sixth,437,2,0,0
5,Male,France,fourth,first,first,546,1,1,0
5,Male,France,sixth,first,second,513,2,1,0
3,Female,France,fourth,first,second,752,2,1,0
9,Male,France,sixth,fifth,first,561,1,1,0
9,Female,France,second,fifth,first,674,2,1,0
2,Female,France,sixth,third,sixth,611,3,0,1
2,Female,France,first,third,seventh,542,2,1,1
3,Female,France,sixth,first,first,553,2,0,0
6,Male,France,fourth,first,fifth,801,2,1,0
2,Male,France,third,first,fourth,589,1,1,0
5,Female,France,second,first,seventh,741,1,1,0
4,Female,France,first,first,first,694,2,1,0
9,Female,France,fourth,sixth,fifth,554,2,0,0
8,Female,France,fourth,first,third,649,2,0,0
9,Female,France,fourth,first,first,492,2,1,0
2,Female,France,second,fifth,first,618,1,0,0
8,Male,France,fourth,fifth,third,550,1,0,0
6,Male,France,first,fifth,seventh,559,1,1,0
9,Female,France,fifth,third,sixth,575,1,1,0
8,Female,France,fourth,first,seventh,676,2,1,0
6,Male,France,fifth,fourth,fourth,850,1,1,0
7,Female,France,second,first,third,677,1,1,0
9,Male,France,second,sixth,third,711,1,1,0
2,Male,France,sixth,fourth,seventh,721,1,1,0
4,Female,France,third,first,third,598,2,0,0
2,Female,France,first,third,fifth,700,1,1,0
7,Female,France,third,first,fifth,758,2,0,0
2,Male,France,sixth,fourth,first,781,1,1,0
6,Female,France,sixth,fourth,fourth,704,1,0,0
3,Female,France,seventh,fifth,fourth,636,1,1,0
9,Male,France,third,first,fifth,577,1,1,0
6,Female,France,sixth,third,sixth,516,1,0,1
2,Female,France,third,first,second,538,1,1,0
2,Male,France,sixth,fourth,second,611,1,0,0
4,Male,France,seventh,first,first,667,2,0,0
6,Female,France,third,third,fourth,817,2,1,0
3,Female,France,sixth,fourth,third,670,2,1,0
7,Male,France,third,first,third,754,2,1,0
4,Male,France,seventh,first,sixth,694,2,1,0
