,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
5411,642,France,Female,40,7,0.0,2,1,0,10712.82
5648,525,France,Male,35,7,165358.77,1,0,1,94738.54
5431,696,France,Female,25,8,126442.59,1,1,0,121904.44
9277,633,France,Male,29,7,0.0,1,1,1,130224.73
9507,808,France,Male,41,0,0.0,1,1,1,79888.78
5259,582,France,Male,52,2,151457.88,1,0,1,40893.61
7670,576,France,Female,29,5,108541.04,1,1,1,126469.09
1931,573,France,Female,26,4,129109.02,1,0,0,149814.68
2461,637,France,Male,40,8,125470.81,1,1,1,174536.17
2366,672,France,Male,34,9,0.0,2,1,0,161800.77
9519,610,France,Female,27,2,0.0,2,1,0,14546.76
6240,558,France,Male,27,1,152283.39,1,1,0,183271.15
2087,716,France,Female,52,7,65971.61,2,1,0,14608.0
9687,791,France,Female,31,10,75499.24,1,1,0,22184.14
882,565,France,Male,36,6,106192.1,1,1,0,149575.59
887,585,France,Male,42,2,0.0,2,1,1,18657.77
6926,660,France,Male,34,1,0.0,2,1,0,9692.58
3494,681,France,Female,37,7,69609.85,1,1,1,72127.83
4806,697,France,Female,33,1,87347.7,1,1,0,172524.51
9035,535,France,Male,45,2,0.0,2,1,0,125658.28
641,706,France,Female,29,5,112564.62,1,1,0,42334.38
524,661,France,Male,48,3,120320.54,1,0,0,96463.25
8321,586,France,Male,64,1,0.0,2,1,1,53710.23
2723,614,France,Female,41,8,121558.46,1,1,1,598.8
4524,676,France,Male,38,8,0.0,2,1,1,133692.88
5194,696,France,Male,27,4,87637.26,2,0,0,196111.35
5025,728,France,Male,37,3,122689.51,2,0,0,106977.53
5997,640,France,Female,20,4,0.0,2,0,1,78310.82
8564,519,France,Male,48,10,71083.98,1,1,0,137959.0
8458,850,France,Female,71,4,0.0,2,1,1,107236.87
7384,634,France,Female,41,7,0.0,2,1,1,131284.93
5970,470,France,Male,35,1,96473.59,1,0,0,5962.3
7705,777,France,Female,29,9,131240.61,1,1,1,163746.09
185,514,France,Male,32,8,0.0,2,1,0,95857.18
5138,850,France,Male,34,6,0.0,1,0,1,52796.31
948,659,France,Male,67,4,145981.87,1,1,1,131043.2
872,722,France,Female,35,2,163943.89,2,1,1,15068.18
5498,563,France,Male,35,3,106250.72,1,0,0,39546.32
7203,657,France,Male,33,1,84309.57,2,0,0,103914.4
9137,535,France,Female,38,0,135919.33,1,1,0,80425.65
6220,807,France,Male,33,10,101952.97,2,1,0,178153.65
6883,691,France,Male,30,9,0.0,1,1,0,49594.02
141,663,France,Male,34,7,0.0,2,1,1,180427.24
4079,583,France,Female,31,4,158978.79,1,1,0,12538.92
3499,617,France,Male,74,10,0.0,2,1,1,53949.98
6706,662,France,Male,64,0,98848.19,1,0,1,42730.12
5808,684,France,Male,60,2,116563.58,1,1,0,120257.7
7886,666,France,Female,36,8,0.0,1,0,1,158666.99
630,589,France,Female,61,1,0.0,1,1,0,61108.56
4407,527,France,Female,31,1,112203.25,1,1,0,182266.01
8907,786,France,Male,34,3,137361.96,1,0,0,183682.09
3065,503,France,Male,42,8,104430.08,1,1,1,147557.71
6401,556,France,Female,46,10,0.0,2,0,0,109184.24
3259,841,France,Male,31,2,0.0,2,1,0,173240.52
9346,716,France,Male,41,9,0.0,1,1,1,113267.48
7734,713,France,Male,41,3,0.0,2,1,0,55772.04
8916,499,France,Female,46,6,0.0,2,1,0,73457.55
5163,850,France,Female,36,10,0.0,2,1,1,100750.03
6913,564,France,Female,36,7,206329.65,1,1,1,46632.87
9238,773,France,Female,50,4,0.0,2,1,0,129372.94
4172,636,France,Female,35,2,0.0,2,1,1,23129.46
5676,749,France,Female,26,6,0.0,2,0,1,34948.77
5228,751,France,Male,29,10,147737.63,1,0,1,94951.27
4232,745,France,Male,47,5,0.0,2,0,0,145789.71
1704,654,France,Female,29,4,96974.97,1,0,1,141404.07
9594,785,France,Male,55,5,0.0,2,1,1,7008.65
5144,485,France,Female,25,3,134467.26,1,1,1,113266.09
7431,678,France,Male,38,3,0.0,2,1,0,66561.6
3229,584,France,Female,66,5,0.0,1,1,0,49553.38
1650,625,France,Male,34,6,0.0,2,0,0,197283.2
6237,630,France,Female,28,1,0.0,2,1,1,133267.78
354,613,France,Female,45,1,187841.99,2,1,1,147224.27
4578,691,France,Male,38,1,0.0,2,0,0,44653.5
9080,711,France,Female,81,6,0.0,2,1,1,72276.24
6157,549,France,Male,29,3,0.0,2,1,0,146090.38
7070,748,France,Female,39,3,157371.54,1,0,1,97734.3
5182,670,France,Female,31,2,57530.06,1,1,1,181893.31
7888,594,France,Female,31,0,79340.95,1,1,0,78255.86
3446,649,France,Male,37,9,87374.88,2,1,1,247.36
3454,612,France,Male,24,1,182705.05,1,1,1,171837.06
5627,654,France,Male,29,4,132954.64,1,1,1,146715.07
1117,731,France,Female,47,1,115414.19,3,0,0,191734.67
3152,644,France,Female,40,9,137285.26,4,1,0,77063.63
5700,447,France,Male,41,3,0.0,4,1,1,197490.39
939,724,France,Female,37,10,68598.56,1,1,0,157862.82
6647,713,France,Female,37,8,0.0,1,1,1,16403.41
8295,722,France,Male,40,6,0.0,2,1,1,111893.09
989,722,France,Female,49,3,168197.66,1,1,0,140765.57
7879,657,France,Male,44,6,76495.04,1,1,0,79071.89
1555,658,France,Female,40,7,140596.95,1,0,1,135459.02
7823,705,France,Male,32,7,0.0,2,1,0,7921.57
8942,667,France,Female,37,9,71786.9,2,1,1,67734.79
5831,635,France,Female,27,8,127471.56,1,1,1,152916.05
4163,627,France,Female,35,7,0.0,2,0,1,193022.44
1007,564,France,Male,42,7,99824.45,1,1,1,36721.4
8789,493,France,Female,36,2,0.0,2,0,1,99770.3
8482,632,France,Female,34,2,0.0,2,0,0,165385.55
9720,803,France,Female,40,6,165526.71,1,1,0,12328.08
2474,739,France,Female,37,8,0.0,2,1,0,191557.1
2689,414,France,Male,38,8,0.0,1,0,1,77661.12
3440,722,France,Female,47,2,88011.4,1,1,1,90655.94
8686,606,France,Female,71,8,0.0,2,1,1,169741.96
5336,530,France,Female,55,4,120905.03,1,0,1,123475.88
2027,655,France,Female,59,7,0.0,1,1,0,88958.49
8763,727,France,Male,61,0,128213.96,2,1,1,188729.08
5638,729,France,Female,38,7,0.0,2,0,0,45779.9
3917,685,France,Female,50,6,94238.75,2,1,1,50664.07
8927,626,France,Female,39,0,0.0,2,1,1,83295.09
9132,635,France,Female,33,5,0.0,2,1,0,122949.71
8424,702,France,Male,26,2,71281.29,1,1,1,108747.12
4653,489,France,Female,51,3,0.0,2,0,1,174098.28
916,475,France,Male,39,6,0.0,1,1,1,56999.9
5631,632,France,Male,40,5,147650.68,1,1,1,199674.83
5060,577,France,Female,35,4,108155.49,1,1,0,105407.79
292,583,France,Male,27,7,0.0,2,1,0,51285.49
955,706,France,Female,44,4,129605.99,1,0,0,69865.49
6491,687,France,Female,30,6,0.0,2,0,0,179206.92
5249,740,France,Male,44,9,0.0,1,0,1,96528.0
2739,625,France,Male,45,7,137555.44,1,0,0,124607.7
3116,753,France,Female,39,7,155062.8,1,1,1,16460.77
5879,683,France,Male,41,6,95696.52,2,1,1,184366.14
4736,638,France,Female,32,0,0.0,2,1,0,160129.99
3616,798,France,Female,60,6,96956.1,1,1,0,31907.44
8703,661,France,Female,31,3,136067.82,2,1,0,65567.91
6604,774,France,Female,47,6,94722.88,1,0,1,61450.96
8544,689,France,Female,46,7,52016.08,2,1,1,72993.65
4949,567,France,Male,36,1,0.0,2,0,0,8555.73
7597,736,France,Male,29,4,0.0,2,0,0,51705.01
4308,641,France,Female,40,7,0.0,1,1,0,126996.67
2125,544,France,Female,45,6,0.0,2,0,1,151401.33
3764,837,France,Male,49,8,103302.37,1,1,1,50974.57
2223,722,France,Male,34,8,0.0,2,1,1,133447.49
2050,492,France,Female,49,8,0.0,1,1,1,182865.09
3691,590,France,Female,76,5,160979.68,1,0,1,13848.58
2678,819,France,Female,38,10,0.0,2,1,0,30498.7
2076,654,France,Male,40,6,0.0,1,0,0,183872.88
6733,668,France,Male,28,4,107141.27,1,1,0,193018.71
8193,592,France,Female,66,5,149950.19,1,1,1,76267.59
6610,422,France,Male,54,3,140014.42,1,0,1,86350.97
6774,656,France,Female,48,9,0.0,2,1,1,85240.61
4932,683,France,Female,29,0,157829.12,1,0,0,129891.66
3115,561,France,Male,21,4,0.0,1,1,1,36942.35
3031,678,France,Female,22,4,174852.89,1,1,1,28149.06
9216,724,France,Male,30,10,0.0,2,1,1,54265.55
5414,495,France,Female,40,1,140197.71,2,1,0,150720.39
9377,584,France,Female,26,0,146286.22,1,1,0,105105.35
759,664,France,Male,58,5,98668.18,1,1,1,60887.58
2943,678,France,Female,41,9,0.0,1,0,0,13160.03
6818,698,France,Male,41,3,90605.29,1,1,1,14357.0
7041,438,France,Male,38,2,0.0,2,1,0,136859.55
325,716,France,Male,35,4,144428.87,1,1,0,134132.65
2565,705,France,Female,50,4,77065.9,2,0,1,145159.26
5695,787,France,Male,46,7,117685.31,2,1,1,93360.35
1408,707,France,Male,32,9,0.0,2,0,0,30807.02
8532,585,France,Female,35,2,0.0,2,1,0,98621.04
9012,540,France,Male,41,3,0.0,2,1,0,121098.65
8796,720,France,Male,33,2,0.0,2,0,1,141031.08
9174,529,France,Male,61,1,0.0,2,1,1,191370.97
8196,588,France,Male,30,3,115007.08,1,0,0,176858.5
1841,501,France,Female,34,3,107747.57,1,1,0,9249.36
4637,758,France,Female,30,3,141581.08,1,1,0,156249.06
280,782,France,Male,39,8,0.0,2,1,1,33949.67
3740,649,France,Male,45,7,0.0,2,0,1,75204.21
2477,512,France,Female,41,8,145150.28,1,1,0,64869.32
8675,714,France,Male,54,7,126113.28,1,1,0,112777.38
1277,743,France,Male,42,7,77002.2,2,1,1,80428.42
3710,645,France,Male,30,1,125739.26,1,1,1,193441.23
8940,657,France,Male,38,7,0.0,2,1,0,185827.74
343,543,France,Male,22,8,0.0,2,0,0,127587.22
771,717,France,Male,31,4,129722.57,1,0,0,41176.6
9927,814,France,Female,31,6,87772.52,1,1,0,188516.45
3962,712,France,Male,33,2,182888.08,1,1,0,3061.0
3794,496,France,Male,32,4,127845.83,1,1,0,66469.2
6183,611,France,Male,53,3,83568.26,1,0,0,1235.49
6461,710,France,Female,36,4,116085.06,1,1,0,58601.61
7610,762,France,Male,36,5,119547.46,1,1,1,42693.65
977,520,France,Female,38,4,0.0,2,1,0,56388.63
3990,708,France,Male,32,10,86614.06,2,1,1,172129.26
3619,730,France,Male,33,0,0.0,2,1,0,1474.79
535,608,France,Male,59,1,0.0,1,1,0,70649.64
2776,689,France,Male,39,7,0.0,2,0,0,14917.09
3309,523,France,Female,28,2,121164.11,1,1,1,59938.81
4209,682,France,Male,55,9,0.0,1,1,0,153356.8
9735,700,France,Female,32,8,110923.15,2,1,1,161845.81
6455,711,France,Female,29,9,0.0,2,0,1,3234.8
3520,554,France,Female,43,10,0.0,2,1,0,149629.13
9957,633,France,Male,25,1,0.0,1,1,0,100598.98
4309,705,France,Female,35,5,0.0,1,1,0,133991.11
2917,698,France,Male,57,6,136325.48,2,1,1,72549.27
7228,539,France,Female,47,2,127286.04,2,1,1,166929.43
6114,627,France,Female,44,5,0.0,2,1,0,82969.61
2747,577,France,Female,35,10,0.0,2,1,1,25161.61
299,627,France,Male,33,5,0.0,2,1,1,103737.82
1554,628,France,Male,34,4,158741.43,2,1,1,126192.54
9707,642,France,Female,41,7,115171.71,1,1,1,37674.47
4733,710,France,Female,31,1,0.0,2,1,0,20081.3
3603,750,France,Female,47,7,121376.15,2,1,0,54473.6
8749,683,France,Male,47,1,0.0,2,1,0,148989.15
9603,675,France,Male,39,7,0.0,2,0,1,36267.21
2513,666,France,Male,39,10,0.0,2,1,0,102999.33
8296,692,France,Female,34,7,0.0,2,1,0,195074.62
8086,593,France,Male,50,6,171740.69,1,0,0,20893.61
6699,709,France,Female,41,3,150300.65,2,1,0,71672.86
337,649,France,Male,33,2,0.0,2,1,0,2010.98
7302,491,France,Female,72,6,91285.22,1,1,1,7032.95
8856,774,France,Female,26,5,0.0,2,1,1,64716.08
8746,660,France,Male,34,8,106486.66,2,0,1,182262.66
9698,779,France,Male,49,9,106160.37,1,0,0,116893.87
1597,771,France,Male,32,5,62321.62,1,1,1,40920.59
5799,625,France,Female,45,3,0.0,1,1,1,184474.15
112,562,France,Male,42,2,100238.35,1,0,0,86797.41
525,776,France,Female,31,2,0.0,2,1,1,112349.51
3867,530,France,Male,39,2,0.0,2,1,0,197923.05
5729,488,France,Male,43,10,112751.13,1,1,1,28332.0
2894,531,France,Male,31,3,0.0,1,1,1,42589.33
1771,600,France,Male,37,1,142663.46,1,0,1,88669.89
3575,640,France,Female,66,9,116037.76,1,0,1,184636.05
4136,651,France,Male,44,2,0.0,3,1,0,102530.35
3243,815,France,Male,24,7,171922.72,1,0,1,178028.96
5023,555,France,Male,40,10,43028.77,1,1,0,170514.21
7329,501,France,Female,34,5,0.0,1,1,0,27380.99
5734,768,France,Male,54,8,69712.74,1,1,1,69381.05
8880,560,France,Male,49,4,0.0,1,1,1,100075.1
8926,620,France,Male,28,8,0.0,2,1,1,199909.32
8801,510,France,Female,52,6,191665.21,1,1,1,131312.56
4134,678,France,Male,43,5,102338.19,1,1,1,79649.62
1844,667,France,Female,48,2,0.0,2,1,1,148608.39
810,618,France,Female,35,10,0.0,2,1,0,180439.75
8158,641,France,Female,37,2,0.0,2,1,0,3939.87
3347,725,France,Male,45,1,129855.32,1,0,0,24218.65
3075,556,France,Male,35,10,0.0,2,1,1,192751.18
9580,783,France,Male,38,9,114135.17,1,1,0,153269.98
7750,550,France,Male,25,0,0.0,2,1,1,184221.11
4991,493,France,Female,33,8,90791.69,1,1,1,59659.53
6128,819,France,Male,35,1,0.0,2,0,1,3385.04
7842,734,France,Male,43,7,107805.67,1,0,0,182505.68
2988,689,France,Male,47,1,93871.95,3,1,0,156878.42
2795,515,France,Female,25,7,79543.59,1,0,1,38772.82
5417,588,France,Male,32,1,0.0,2,1,1,8763.87
7924,833,France,Male,47,2,0.0,2,1,1,182247.77
3596,643,France,Male,36,0,148159.71,1,0,0,55835.66
7866,666,France,Female,38,6,127043.09,1,1,1,8247.0
5556,606,France,Male,40,6,119501.88,2,1,0,46774.94
4714,567,France,Female,23,9,93522.2,1,0,1,81425.61
6627,558,France,Female,41,6,0.0,1,1,1,143585.29
6162,748,France,Male,34,5,84009.47,1,1,1,137001.1
8085,794,France,Male,33,0,0.0,2,0,0,178122.71
4850,516,France,Male,27,9,0.0,1,1,0,142680.64
7621,661,France,Male,39,5,0.0,2,0,0,181461.46
3321,682,France,Male,30,9,0.0,2,1,1,2053.42
7275,669,France,Female,42,9,0.0,2,0,0,135630.32
8645,636,France,Female,20,10,124266.86,1,0,0,100566.81
1030,730,France,Male,39,1,116537.6,1,0,0,145679.6
2827,704,France,Male,36,7,120026.98,2,0,1,100601.73
6036,674,France,Female,27,4,79144.34,1,0,1,50743.83
5396,591,France,Male,42,9,161651.37,2,1,1,131753.97
8334,705,France,Female,37,10,0.0,2,1,1,13935.53
3026,585,France,Male,40,7,0.0,2,0,0,146156.98
3905,496,France,Female,29,4,0.0,2,1,0,164806.89
7484,772,France,Female,35,9,0.0,1,0,1,25448.31
5600,786,France,Male,37,7,165896.22,2,1,1,66977.68
502,774,France,Male,60,5,85891.55,1,1,0,74135.48
9706,512,France,Female,30,6,0.0,2,1,0,88827.31
184,804,France,Female,50,4,0.0,1,1,1,8546.87
9861,544,France,Male,38,8,0.0,1,1,1,98208.62
9182,597,France,Female,28,0,142705.95,1,1,0,127233.39
1895,776,France,Female,29,7,178171.04,2,1,1,115818.51
418,643,France,Female,46,6,0.0,2,0,0,106781.59
3587,721,France,Male,41,2,0.0,2,1,0,168219.75
8052,623,France,Female,34,9,0.0,1,1,0,24255.21
9246,762,France,Male,20,1,139432.55,1,1,1,85606.83
2825,600,France,Male,40,1,141136.79,1,1,1,67803.83
1187,765,France,Female,50,9,126547.8,1,1,1,79579.94
2104,768,France,Male,42,5,0.0,3,0,0,60686.4
3804,604,France,Female,40,1,0.0,2,1,0,123207.17
6182,709,France,Female,37,9,0.0,2,1,0,16733.59
9382,645,France,Female,38,7,59568.57,1,1,1,167723.25
4355,657,France,Female,39,4,80293.81,1,1,0,97192.76
2595,633,France,Male,29,10,130206.28,1,1,0,184654.87
8059,728,France,Female,34,6,90425.15,2,1,1,11597.69
9491,649,France,Female,35,4,108306.44,1,1,1,192486.24
2969,681,France,Male,34,7,0.0,2,0,0,130686.59
7127,624,France,Male,44,3,0.0,2,1,0,88407.51
1020,625,France,Male,49,6,173434.9,1,1,0,165580.93
9302,744,France,Male,36,10,0.0,2,1,1,182867.84
8316,651,France,Male,53,7,0.0,2,1,1,130132.41
4235,595,France,Male,29,6,150685.79,1,1,0,87771.06
1853,730,France,Female,41,4,167545.32,1,1,0,128246.81
9709,575,France,Female,57,8,137936.94,1,1,1,84475.13
5751,645,France,Male,40,6,131411.24,1,1,1,194656.11
9830,593,France,Male,32,6,99162.29,1,1,0,128384.11
5184,728,France,Female,28,4,142243.54,2,1,0,33074.51
8385,605,France,Female,62,4,111065.93,2,0,1,125660.99
9751,681,France,Male,59,4,122781.51,1,0,1,140166.95
1801,452,France,Male,30,7,112935.87,1,1,1,99017.34
520,850,France,Female,35,1,211774.31,1,1,0,188574.12
8305,746,France,Male,58,3,0.0,3,1,1,80344.96
2648,745,France,Male,21,4,137910.45,1,1,1,177235.23
4110,558,France,Male,40,6,0.0,2,1,0,173844.89
1376,457,France,Male,41,8,73700.12,3,1,1,185750.02
9614,746,France,Female,37,4,0.0,2,0,1,171039.56
2292,677,France,Male,27,2,0.0,2,1,1,20092.89
5829,559,France,Male,32,9,145303.52,1,1,0,103560.98
575,546,France,Female,27,8,0.0,2,1,1,14858.1
3687,668,France,Female,32,2,0.0,2,1,1,40652.33
7967,583,France,Male,40,9,112701.04,1,0,0,29213.63
2896,782,France,Female,33,2,94493.03,1,0,1,101866.39
2057,743,France,Male,32,9,0.0,2,1,0,175252.78
5703,516,France,Female,42,8,56228.25,1,1,0,46857.52
4486,528,France,Male,35,3,156687.1,1,1,0,199320.77
1953,623,France,Male,21,10,0.0,2,0,1,135851.3
8071,609,France,Male,48,1,108019.27,3,1,1,184524.65
5755,717,France,Male,50,9,90305.76,1,1,1,124626.57
6089,771,France,Male,27,2,0.0,2,1,1,199527.34
8914,429,France,Female,39,6,48023.83,1,1,0,74870.99
9903,606,France,Female,36,10,0.0,2,0,1,155641.46
2751,704,France,Male,42,8,129735.3,2,1,1,179565.57
6876,591,France,Female,42,10,0.0,2,0,0,171099.22
1269,554,France,Female,38,4,137654.05,2,1,1,172629.67
688,625,France,Female,51,7,136294.97,1,1,0,38867.46
5903,570,France,Female,29,4,153040.03,1,1,1,131363.57
161,684,France,Male,30,2,0.0,2,1,0,83473.82
935,619,France,Female,38,3,0.0,2,0,1,116467.35
5058,714,France,Male,37,9,148466.93,2,0,1,151280.96
5523,717,France,Male,35,4,0.0,1,1,1,167573.06
7241,521,France,Male,37,5,105843.26,2,1,1,84908.2
2911,649,France,Female,52,8,49113.75,1,1,0,41858.43
3345,658,France,Female,31,7,123974.96,1,1,0,102153.75
9424,689,France,Female,40,1,0.0,2,1,1,119446.64
389,544,France,Female,21,10,161525.96,2,1,0,9262.77
8946,623,France,Male,28,7,0.0,1,0,0,129526.57
2105,492,France,Female,31,7,0.0,2,1,1,49463.44
1457,850,France,Male,66,4,0.0,2,0,1,64350.8
2002,601,France,Male,74,2,0.0,2,0,1,51554.58
542,597,France,Female,42,4,64740.12,1,1,1,106841.12
4744,757,France,Female,51,1,0.0,1,1,1,22835.13
5029,709,France,Male,38,5,0.0,2,1,1,81452.29
5048,707,France,Male,42,2,16893.59,1,1,1,77502.56
8931,678,France,Female,55,5,0.0,1,0,1,196794.11
2452,734,France,Female,29,0,139994.66,1,1,0,17744.72
7249,628,France,Male,25,7,0.0,2,1,1,195977.75
359,520,France,Male,58,3,0.0,2,0,1,32790.02
2443,560,France,Male,57,0,0.0,2,0,1,116781.71
4604,681,France,Male,25,5,0.0,1,0,1,90860.97
1964,800,France,Female,40,5,97764.41,1,1,0,98640.15
1351,648,France,Female,54,9,120633.42,1,0,0,5924.38
6110,593,France,Male,31,9,0.0,2,0,1,20492.16
4007,648,France,Female,43,7,139972.18,1,1,0,143668.58
1618,697,France,Male,27,8,141223.68,2,1,0,90591.15
3040,716,France,Male,38,4,0.0,2,1,0,189678.7
8829,683,France,Female,40,1,0.0,2,0,0,75762.0
2297,709,France,Female,40,9,131569.63,1,1,1,103970.58
9477,655,France,Female,41,5,0.0,1,0,0,36548.0
9459,650,France,Female,47,9,0.0,1,1,0,187943.6
8223,483,France,Male,27,1,77805.66,1,1,1,2101.89
8506,767,France,Male,48,9,0.0,2,0,1,175458.21
5543,710,France,Male,38,3,130588.82,1,1,1,154997.64
3537,602,France,Male,59,7,0.0,2,1,1,162347.05
4917,542,France,Male,32,7,107871.72,1,1,0,125302.64
3396,581,France,Male,71,4,0.0,2,1,1,197562.08
8322,617,France,Female,35,5,0.0,2,0,1,13066.3
302,687,France,Male,35,8,0.0,2,1,0,10334.05
6230,592,France,Male,71,4,0.0,2,0,1,17013.54
7391,430,France,Male,31,5,0.0,1,1,0,95655.16
3249,734,France,Male,37,3,80387.81,1,0,1,77272.62
3872,605,France,Male,39,6,111169.91,1,0,0,9641.4
3228,583,France,Female,29,10,0.0,2,1,1,111285.85
9767,554,France,Male,33,3,117413.95,1,1,1,12766.74
4270,623,France,Female,57,7,71481.79,2,1,1,84421.34
7741,441,France,Male,60,1,140614.15,1,0,1,174381.23
6960,673,France,Male,39,7,82255.51,2,1,0,109545.56
9306,594,France,Male,37,2,0.0,2,0,1,95864.5
8169,635,France,Male,27,3,127009.83,1,1,0,161909.95
1565,581,France,Male,38,1,0.0,2,1,0,46176.22
6042,727,France,Female,29,1,146652.01,1,1,1,173486.39
6119,490,France,Male,33,1,0.0,2,1,1,80792.83
4237,498,France,Female,29,9,0.0,1,1,0,190035.83
1756,618,France,Male,37,2,168178.21,2,0,1,101273.23
5018,556,France,Female,51,8,61354.14,1,1,0,198810.65
4437,736,France,Female,24,0,0.0,2,1,0,109355.73
9782,509,France,Male,18,7,102983.91,1,1,0,171770.58
9093,527,France,Male,31,4,0.0,1,1,0,169361.89
1688,601,France,Female,41,1,0.0,2,0,1,160607.06
8670,705,France,Female,55,8,0.0,2,1,1,14392.68
5974,773,France,Male,45,8,96877.21,1,1,1,113950.51
5227,701,France,Male,23,3,0.0,2,1,0,38960.59
2557,837,France,Male,26,4,89900.24,2,1,0,175477.03
7035,558,France,Female,56,7,121235.05,2,1,1,116253.1
1039,714,France,Female,72,3,0.0,1,1,1,86733.61
283,807,France,Male,42,7,118274.71,1,1,1,25885.72
3402,690,France,Female,26,5,157624.84,1,1,1,49599.27
2278,473,France,Female,33,5,125827.43,1,0,1,145698.73
4908,540,France,Male,48,2,109349.29,1,1,0,88703.04
7755,675,France,Male,34,8,0.0,2,1,1,184842.21
7322,713,France,Female,32,1,117094.02,1,0,0,149558.83
8603,551,France,Female,59,2,166968.28,1,1,0,159483.76
7534,808,France,Male,32,1,0.0,2,1,1,46200.71
6824,640,France,Male,38,9,0.0,2,1,0,88827.67
1567,713,France,Male,53,6,115029.4,1,0,0,191521.32
6468,767,France,Female,35,6,115576.44,1,0,1,27922.45
8042,606,France,Male,37,6,82373.94,1,0,0,172526.9
1063,812,France,Male,34,5,103818.43,1,1,1,166038.27
6121,679,France,Male,48,8,0.0,2,1,0,23344.94
2952,733,France,Male,51,10,141556.96,1,1,0,130189.53
4130,554,France,Male,39,2,129709.62,1,1,0,173197.12
6532,756,France,Male,67,4,0.0,3,1,1,93081.87
9920,678,France,Female,49,3,204510.94,1,0,1,738.88
1922,625,France,Male,36,9,108546.16,3,1,0,133807.77
2070,719,France,Female,42,4,0.0,1,1,0,28465.86
3693,742,France,Female,60,4,0.0,1,1,1,13161.66
9770,520,France,Male,49,5,121197.64,1,1,0,72577.33
6827,718,France,Female,49,10,0.0,1,1,0,184474.72
2422,746,France,Female,29,4,105599.67,1,1,1,43106.17
7830,595,France,Female,33,9,0.0,2,1,1,41447.86
3590,677,France,Male,37,3,88363.03,1,0,1,117946.3
7618,578,France,Female,40,7,0.0,2,0,0,102233.73
1452,687,France,Female,35,3,99587.43,1,1,1,1713.1
3178,542,France,Female,39,4,109949.39,2,1,1,41268.65
6443,753,France,Male,92,3,121513.31,1,0,1,195563.99
496,622,France,Female,32,6,169089.38,2,1,0,101057.95
4735,725,France,Male,43,2,165896.0,2,1,0,130795.52
2065,626,France,Male,33,8,0.0,2,1,0,138504.28
4164,636,France,Male,34,1,84055.43,1,0,0,37490.84
4807,611,France,Male,28,2,0.0,2,0,0,25395.83
8462,817,France,Male,59,1,118962.58,1,1,1,120819.58
3105,678,France,Female,28,4,0.0,2,1,1,144423.17
1997,672,France,Female,34,1,142151.75,2,1,1,168753.34
6462,467,France,Male,57,1,0.0,2,1,1,114448.77
6463,749,France,Male,30,1,0.0,2,0,1,126551.65
2731,670,France,Female,33,7,0.0,2,1,1,88187.81
6321,590,France,Male,47,0,117879.32,1,1,1,8214.46
2852,609,France,Male,40,6,0.0,2,1,1,97416.34
6821,802,France,Female,39,7,120145.96,2,0,1,59497.01
6763,718,France,Female,67,7,0.0,3,1,1,82782.08
6920,644,France,Male,38,3,0.0,2,1,1,79928.41
2667,584,France,Male,35,3,146311.58,1,1,1,105443.47
8464,850,France,Female,34,4,71379.53,2,1,1,154000.99
9809,820,France,Female,39,1,104614.29,1,1,0,61538.43
4000,520,France,Male,38,5,0.0,2,1,0,163185.76
6814,445,France,Male,25,6,0.0,2,1,0,119425.94
4716,646,France,Male,18,10,0.0,2,0,1,52795.15
6840,563,France,Male,30,7,90727.79,1,1,0,122268.75
3504,490,France,Female,37,3,116465.53,1,0,1,24435.77
5176,756,France,Female,28,6,0.0,1,1,1,164394.65
